Subject,Sequence,D|0,I|0+1,PF|0+1,RF|0+1,G|0+1,D|1,I|1+2,PF|1+2,RF|1+2,G|1+2,D|2,I|2+3,PF|2+3,RF|2+3,G|2+3,D|3,I|3+4,PF|3+4,RF|3+4,G|3+4,D|4,T2-D-S,T2-I-S,T2-PF-S,T2-RF-S,T2-G-S,T2-D-M,T2-I-M,T2-PF-M,T2-RF-M,T2-G-M,T2-D-VAR,T2-I-VAR,T2-PF-VAR,T2-RF-VAR,T2-G-VAR,T2-D-SD,T2-I-SD,T2-PF-SD,T2-RF-SD,T2-G-SD,T3_I|0+2,T3_PF|0+2,T3_RF|0+2,T3_G|0+2,T3_I|1+3,T3_PF|1+3,T3_RF|1+3,T3_G|1+3,T3_I|2+4,T3_PF|2+4,T3_RF|2+4,T3_G|2+4,T3-I-S,T3-PF-S,T3-RF-S,T3-G-S,T3-I-M,T3-PF-M,T3-RF-M,T3-G-M,T3-I-VAR,T3-PF-VAR,T3-RF-VAR,T3-G-VAR,T3-I-SD,T3-PF-SD,T3-RF-SD,T3-G-SD,T4_I|0+3,T4_PF|0+3,T4_RF|0+3,T4_G|0+3,T4_I|1+4,T4_PF|1+4,T4_RF|1+4,T4_G|1+4,T4-I-S,T4-PF-S,T4-RF-S,T4-G-S,T4-I-M,T4-PF-M,T4-RF-M,T4-G-M,T4-I-VAR,T4-PF-VAR,T4-RF-VAR,T4-G-VAR,T4-I-SD,T4-PF-SD,T4-RF-SD,T4-G-SD,T5_I|0+4,T5_PF|0+4,T5_RF|0+4,T5_G|0+4
jc,sappy,0.078990936,0.088567495,0.167558432,0.183555603,0.262546539,0.094988108,0.080279827,0.175267935,0.152442217,0.247430325,0.07216239,0.064260006,0.136422396,0.143467426,0.215629816,0.07920742,0.057030201,0.136237621,0.136025667,0.215233088,0.078995466,0.40434432,0.290137529,0.615486383,0.615490913,0.940839767,0.080868864,0.072534382,0.153871596,0.153872728,0.235209942,7.12E-05,0.000208633,0.000420188,0.000436636,0.000559694,0.008440266,0.014444117,0.020498491,0.020895831,0.023657862,0.26383543,0.342826366,0.33599782,0.414988756,0.216702223,0.311690331,0.295909643,0.390897751,0.200497627,0.272660017,0.279493093,0.351655483,0.68103528,0.927176714,0.911400557,1.15754199,0.22701176,0.309058905,0.303800186,0.38584733,0.001082634,0.001236022,0.000844892,0.001021906,0.032903408,0.035157111,0.029067018,0.031967263,0.400257826,0.479248762,0.479465246,0.558456182,0.352939844,0.447927952,0.43193531,0.526923418,0.75319767,0.927176714,0.911400557,1.085379601,0.376598835,0.463588357,0.455700278,0.5426898,0.001119496,0.000490497,0.001129547,0.000497158,0.033458866,0.022147157,0.03360874,0.022297032,0.536495447,0.615486383,0.615490913,0.69448185
jc,churn,0.087949276,0.056200504,0.14414978,0.175859213,0.263808489,0.119658709,0.024258614,0.143917322,0.111567736,0.231226444,0.087309122,0.031730652,0.119039774,0.112578869,0.199887991,0.080848217,0.047637463,0.12848568,0.143629551,0.224477768,0.095992088,0.471757412,0.159827232,0.535592556,0.543635368,0.919400692,0.094351482,0.039956808,0.133898139,0.135908842,0.229850173,0.000229017,0.000212318,0.000151849,0.000930806,0.000693885,0.015133312,0.014571125,0.012322688,0.030509117,0.026341706,0.200117826,0.288067102,0.287426949,0.375376225,0.143298388,0.262957096,0.224146605,0.343805313,0.160216331,0.247525454,0.25620842,0.343517542,0.503632545,0.798549652,0.767781973,1.06269908,0.167877515,0.266183217,0.255927324,0.354233027,0.000851132,0.000418712,0.00100116,0.000335297,0.029174175,0.020462459,0.031641108,0.018311112,0.3191576,0.407106876,0.400005817,0.487955093,0.271784067,0.391442776,0.367776155,0.487434864,0.590941668,0.798549652,0.767781973,0.975389957,0.295470834,0.399274826,0.383890986,0.487694979,0.001122126,0.000122682,0.000519376,1.35E-07,0.033498147,0.011076192,0.022789813,0.000367858,0.44764328,0.535592556,0.543635368,0.631584644
jc,tubas,0.080541134,0.039180517,0.119721651,0.14329052,0.223831654,0.104110003,0.192773342,0.296883345,0.263803959,0.367913961,0.071030617,0.080167055,0.151197672,0.21667099,0.287701607,0.136503935,-0.048027992,0.088475943,0.088045835,0.22454977,0.136073828,0.528259516,0.264092922,0.65627861,0.711811304,1.103996992,0.105651903,0.066023231,0.164069653,0.177952826,0.275999248,0.000927226,0.00999795,0.00849544,0.006051419,0.004651255,0.030450382,0.099989752,0.092170709,0.077790864,0.068200113,0.336063862,0.416604996,0.407094479,0.487635612,0.343971014,0.448081017,0.480474949,0.584584951,0.168642998,0.239673615,0.304716825,0.375747442,0.848677874,1.104359627,1.192286253,1.447968006,0.282892625,0.368119876,0.397428751,0.482656002,0.009805364,0.012621516,0.007792799,0.010921874,0.099022036,0.112345523,0.088276833,0.104507769,0.487261534,0.567802668,0.623765469,0.704306602,0.432446957,0.536556959,0.568520784,0.672630787,0.91970849,1.104359627,1.192286253,1.376937389,0.459854245,0.552179813,0.596143126,0.688468695,0.001502319,0.000488147,0.001525988,0.000501679,0.038759759,0.022094052,0.039063891,0.022398184,0.575737476,0.65627861,0.711811304,0.792352438
jc,leaps,0.088000774,0.032000065,0.120000839,0.10400033,0.192001104,0.072000265,0.112290859,0.184291124,0.208297253,0.280297518,0.096006393,0.031749249,0.127755642,0.127813816,0.22382021,0.096064568,0.096257925,0.192322493,0.167498827,0.263563395,0.071240902,0.423312902,0.272298098,0.624370098,0.607610226,0.959682226,0.08466258,0.068074524,0.156092525,0.151902556,0.239920557,0.000152577,0.001790094,0.001404453,0.002099499,0.001581593,0.012352192,0.042309497,0.037476038,0.045820287,0.039769242,0.216291189,0.304291964,0.312297583,0.400298357,0.240046501,0.312046766,0.336111069,0.408111334,0.224071741,0.320078135,0.295312643,0.391319036,0.680409431,0.936416864,0.943721294,1.199728727,0.226803144,0.312138955,0.314573765,0.399909576,0.000146674,6.23E-05,0.000420014,7.06E-05,0.01211091,0.007893489,0.020494234,0.008402897,0.344046831,0.432047606,0.440111399,0.528112173,0.432368994,0.504369259,0.503609896,0.575610161,0.776415825,0.936416864,0.943721294,1.103722334,0.388207912,0.468208432,0.471860647,0.551861167,0.003900402,0.002615211,0.00201603,0.001128029,0.0624532,0.051139132,0.044900218,0.033586149,0.536369324,0.624370098,0.607610226,0.695611
jc,whelp,0.079895496,0.14470458,0.224600077,0.231692553,0.311588049,0.086987972,0.080731153,0.167719126,0.159765959,0.246753931,0.079034805,0.081334829,0.160369635,0.168146133,0.247180939,0.086811304,0.088427305,0.175238609,0.176433802,0.263245106,0.088006496,0.420736074,0.395197868,0.727927446,0.736038446,1.068768024,0.084147215,0.098799467,0.181981862,0.184009612,0.267192006,1.86E-05,0.00094878,0.000844099,0.00105682,0.000934915,0.004309152,0.030802266,0.029053386,0.03250877,0.030576376,0.312423706,0.392319202,0.391458511,0.471354008,0.241100788,0.32808876,0.327912092,0.414900064,0.256573439,0.335608244,0.344579935,0.42361474,0.810097933,1.056016207,1.063950539,1.309868813,0.270032644,0.352005402,0.35465018,0.436622938,0.001407602,0.001233038,0.001085594,0.000923672,0.037518027,0.035114634,0.032948357,0.03039197,0.472793341,0.552688837,0.559604645,0.639500141,0.416339397,0.50332737,0.504345894,0.591333866,0.889132738,1.056016207,1.063950539,1.230834007,0.444566369,0.528008103,0.531975269,0.615417004,0.001593524,0.001218277,0.001526765,0.001159995,0.039918966,0.034903828,0.039073837,0.0340587,0.64803195,0.727927446,0.736038446,0.815933943
jc,domes,0.080429554,0.06477952,0.145209074,0.199830294,0.280259848,0.135050774,-0.055977106,0.079073668,0.064832211,0.199882984,0.120809317,0.039047956,0.159857273,0.103216887,0.224026203,0.06416893,0.119943142,0.184112072,0.199951887,0.264120817,0.080008745,0.480467319,0.167793512,0.568252087,0.567831278,0.968289852,0.096093464,0.041948378,0.142063022,0.141957819,0.242072463,0.000912949,0.005400752,0.002020771,0.004720585,0.001350009,0.030215052,0.073489811,0.044952992,0.068706513,0.036742464,0.143853188,0.224282742,0.264662504,0.345092058,0.103880167,0.238930941,0.168049097,0.303099871,0.223160028,0.343969345,0.303168774,0.42397809,0.470893383,0.807183027,0.735880375,1.072170019,0.156964461,0.269061009,0.245293458,0.357390006,0.00368585,0.004262087,0.004845702,0.003766316,0.060711205,0.065284658,0.069611075,0.061370316,0.303710461,0.384140015,0.367879391,0.448308945,0.287992239,0.423043013,0.368000984,0.503051758,0.5917027,0.807183027,0.735880375,0.951360703,0.29585135,0.403591514,0.367940187,0.475680351,0.000123531,0.000756722,7.39E-09,0.001498388,0.011114461,0.027508574,8.60E-05,0.038709014,0.487822533,0.568252087,0.567831278,0.648260832
jc,whale,0.080338955,0.081887484,0.162226439,0.167898417,0.248237371,0.086010933,0.08898592,0.174996853,0.175899029,0.261909962,0.086913109,0.064201355,0.151114464,0.136193275,0.223106384,0.07199192,0.096015215,0.168007135,0.160018444,0.232010365,0.064003229,0.389258146,0.331089973,0.656344891,0.640009165,0.965264082,0.077851629,0.082772493,0.164086223,0.160002291,0.24131602,9.52E-05,0.000186549,0.000102047,0.000293975,0.000296734,0.009759429,0.013658291,0.010101827,0.017145695,0.017225965,0.256884336,0.337223291,0.343797445,0.4241364,0.240100384,0.326111317,0.312092304,0.398103237,0.23220849,0.319121599,0.29621172,0.383124828,0.729193211,0.982456207,0.952101469,1.205364466,0.243064404,0.327485402,0.317367156,0.401788155,0.000158813,8.33E-05,0.000586968,0.000430671,0.012602119,0.00912874,0.02422743,0.02075262,0.4079988,0.488337755,0.479990721,0.560329676,0.408107519,0.494118452,0.472110748,0.558121681,0.816106319,0.982456207,0.952101469,1.118451357,0.40805316,0.491228104,0.476050735,0.559225678,5.91E-09,1.67E-05,3.10E-05,2.44E-06,7.69E-05,0.00408757,0.005571982,0.001561288,0.576005936,0.656344891,0.640009165,0.72034812
jc,colon,0.120996475,0.06300211,0.183998585,0.135001659,0.255998135,0.07199955,0.143998623,0.215998173,0.232057333,0.304056883,0.08805871,0.136104822,0.224163532,0.224104881,0.312163591,0.088000059,0.096000433,0.184000492,0.208000422,0.296000481,0.111999989,0.481054783,0.439105988,0.808160782,0.799164295,1.16821909,0.096210957,0.109776497,0.202040195,0.199791074,0.292054772,0.000395921,0.001413986,0.000445066,0.001965778,0.000621355,0.019897774,0.037603005,0.021096586,0.044337096,0.024926993,0.279000282,0.399996758,0.367058992,0.488055468,0.368162155,0.440161705,0.456162214,0.528161764,0.320105314,0.408164024,0.432105303,0.520164013,0.967267752,1.248322487,1.255326509,1.536381245,0.322422584,0.416107496,0.41844217,0.512127082,0.001991487,0.00045063,0.002124857,0.000450573,0.044626082,0.021228043,0.046096171,0.021226704,0.503163815,0.62416029,0.591163874,0.712160349,0.552162647,0.624162197,0.664162636,0.736162186,1.055326462,1.248322487,1.255326509,1.448322535,0.527663231,0.624161243,0.627663255,0.724161267,0.001200443,1.82E-12,0.00266441,0.000288044,0.034647407,1.35E-06,0.05161792,0.016971862,0.687164307,0.808160782,0.799164295,0.92016077
jc,karat,0.071935892,0.072790146,0.144726038,0.159620762,0.231556654,0.086830616,0.136239529,0.223070145,0.208268642,0.295099258,0.072029114,0.087956667,0.159985781,0.184153795,0.256182909,0.096197128,0.120613813,0.216810942,0.199984074,0.296181202,0.07937026,0.40636301,0.417600155,0.744592905,0.752027273,1.079020023,0.081272602,0.104400039,0.186148226,0.188006818,0.269755006,0.000107467,0.000848736,0.0015679,0.000458203,0.000994664,0.010366631,0.029133082,0.039596723,0.021405686,0.031538288,0.295860291,0.367796183,0.367889404,0.439825296,0.296225309,0.383055925,0.392422438,0.479253054,0.304767609,0.376796722,0.384137869,0.456166983,0.896853209,1.12764883,1.144449711,1.375245333,0.29895107,0.375882943,0.381483237,0.458415111,2.54E-05,5.88E-05,0.000155753,0.000392428,0.005040576,0.007670801,0.012480094,0.019809785,0.455846071,0.527781963,0.5520432,0.623979092,0.513036251,0.599866867,0.592406511,0.679237127,0.968882322,1.12764883,1.144449711,1.303216219,0.484441161,0.563824415,0.572224855,0.651608109,0.001635358,0.002598117,0.000814598,0.001526725,0.040439564,0.050971724,0.028541171,0.039073332,0.672657013,0.744592905,0.752027273,0.823963165
jc,teals,0.079731464,0.136457443,0.216188908,0.200455427,0.280186892,0.063997984,0.112075806,0.17607379,0.207867622,0.271865606,0.095791817,0.031729221,0.127521038,0.120395899,0.216187716,0.088666677,0.031214476,0.119881153,0.111671686,0.200338364,0.080457211,0.408645153,0.311476946,0.639664888,0.640390635,0.968578577,0.081729031,0.077869236,0.159916222,0.160097659,0.242144644,0.000141473,0.002969412,0.002026646,0.002610674,0.001584025,0.011894229,0.054492308,0.045018281,0.05109476,0.039799813,0.312531233,0.392262697,0.40832305,0.488054514,0.239596844,0.303594828,0.328263521,0.392261505,0.151610374,0.247402191,0.232067585,0.327859402,0.703738451,0.943259716,0.968654156,1.208175421,0.234579484,0.314419905,0.322884719,0.40272514,0.006492761,0.005334028,0.007788196,0.006497734,0.080577671,0.073034432,0.088250755,0.080608525,0.440052271,0.519783735,0.528718948,0.608450413,0.359477997,0.423475981,0.439935207,0.503933191,0.799530268,0.943259716,0.968654156,1.112383604,0.399765134,0.471629858,0.484327078,0.556191802,0.003246107,0.004637592,0.003941276,0.005461925,0.056974616,0.068099866,0.062779585,0.073904836,0.559933424,0.639664888,0.640390635,0.720122099
jc,bocks,0.071997404,0.056657076,0.12865448,0.151861668,0.223859072,0.095204592,0.040008783,0.135213375,0.119650602,0.214855194,0.079641819,0.032212019,0.111853838,0.112550259,0.192192078,0.08033824,0.07190752,0.15224576,0.151899576,0.232237816,0.079992056,0.40717411,0.200785398,0.527967453,0.535962105,0.863144159,0.081434822,0.05019635,0.131991863,0.133990526,0.21578604,7.13E-05,0.000313446,0.000279092,0.000435143,0.000297792,0.008443494,0.017704412,0.016706053,0.020860092,0.017256654,0.191870451,0.263867855,0.27151227,0.343509674,0.151862621,0.247067213,0.232200861,0.327405453,0.184457779,0.264099598,0.264449835,0.344091654,0.528190851,0.775034666,0.768162966,1.015006781,0.176063617,0.258344889,0.256054322,0.338335594,0.000453003,9.54E-05,0.00043921,8.97E-05,0.021283869,0.009767441,0.020957342,0.009470251,0.303724289,0.375721693,0.384062529,0.456059933,0.304108381,0.399312973,0.384100437,0.479305029,0.60783267,0.775034666,0.768162966,0.935364962,0.303916335,0.387517333,0.384081483,0.467682481,7.38E-08,0.000278274,7.19E-10,0.000270167,0.000271594,0.016681554,2.68E-05,0.016436765,0.455970049,0.527967453,0.535962105,0.607959509
jc,abbot,0.080821037,0.175132513,0.25595355,0.255194187,0.336015224,0.080061674,0.087707758,0.167769432,0.19192791,0.271989584,0.104220152,0.032073498,0.13629365,0.120282173,0.224502325,0.088208675,0.040420294,0.128628969,0.127883673,0.216092348,0.087463379,0.440774918,0.335334063,0.688645601,0.695287943,1.048599482,0.088154984,0.083833516,0.1721614,0.173821986,0.26214987,9.45E-05,0.004304775,0.003407327,0.003975367,0.003030515,0.009719301,0.065610782,0.058372316,0.063050508,0.055050109,0.342901945,0.423722982,0.447122097,0.527943134,0.224001408,0.304063082,0.312210083,0.392271757,0.160702467,0.264922619,0.248165846,0.352385998,0.72760582,0.992708683,1.007498026,1.272600889,0.242535273,0.330902894,0.335832675,0.424200296,0.008556791,0.006844671,0.010314418,0.008469651,0.092502922,0.082732524,0.101559921,0.092030706,0.479195595,0.560016632,0.56740427,0.648225307,0.352630377,0.432692051,0.440093756,0.52015543,0.831825972,0.992708683,1.007498026,1.168380737,0.415912986,0.496354342,0.503749013,0.584190369,0.008009377,0.008105774,0.008103984,0.008200947,0.089495124,0.090032075,0.090022128,0.090559079,0.607824564,0.688645601,0.695287943,0.77610898
jc,icons,0.079308033,0.015917063,0.095225096,0.104002237,0.18331027,0.088085175,0.072089434,0.160174608,0.192452669,0.280537844,0.120363235,-0.063876152,0.056487083,0.03190732,0.152270555,0.095783472,0.032095194,0.127878666,0.11985898,0.215642452,0.087763786,0.471303701,0.056225538,0.439765453,0.448221207,0.831761122,0.09426074,0.014056385,0.109941363,0.112055302,0.20794028,0.000246898,0.003256725,0.001973018,0.004337728,0.003011828,0.015712976,0.057067725,0.044418668,0.065861433,0.054880128,0.176091671,0.255399704,0.296454906,0.375762939,0.128576517,0.216661692,0.224359989,0.312445164,0.064002514,0.184365749,0.1517663,0.272129536,0.368670702,0.656427145,0.672581196,0.960337639,0.122890234,0.218809048,0.224193732,0.320112546,0.003165245,0.001264914,0.005233719,0.002729062,0.056260511,0.03556563,0.072344446,0.052240427,0.232578754,0.311886787,0.328362226,0.407670259,0.256455183,0.344540358,0.344218969,0.432304144,0.489033937,0.656427145,0.672581196,0.839974403,0.244516969,0.328213573,0.336290598,0.419987202,0.000285042,0.000533128,0.000125718,0.000303414,0.016883185,0.023089561,0.01121241,0.017418787,0.36045742,0.439765453,0.448221207,0.52752924
jc,delft,0.071001053,0.097505808,0.168506861,0.177078724,0.248079777,0.079572916,0.039705992,0.119278908,0.119420767,0.198993683,0.079714775,0.048342466,0.128057241,0.136907101,0.216621876,0.088564634,0.096127033,0.184691668,0.183749914,0.272314548,0.087622881,0.406476259,0.281681299,0.600534678,0.617156506,0.936009884,0.081295252,0.070420325,0.150133669,0.154289126,0.234002471,5.11E-05,0.000941753,0.000990405,0.000968414,0.001064562,0.007146987,0.030688002,0.031470697,0.031119346,0.032627627,0.216784716,0.287785769,0.296499491,0.367500544,0.167763233,0.247336149,0.256327868,0.335900784,0.233034134,0.312748909,0.320657015,0.40037179,0.617582083,0.847870827,0.873484373,1.103773117,0.205860694,0.282623609,0.291161458,0.367924372,0.001154573,0.001089693,0.001055931,0.001039262,0.033979013,0.033010501,0.032495088,0.032237593,0.344841957,0.41584301,0.433406591,0.504407644,0.352454901,0.432027817,0.440077782,0.519650698,0.697296858,0.847870827,0.873484373,1.024058342,0.348648429,0.423935413,0.436742187,0.512029171,2.90E-05,0.000130974,2.23E-05,0.000116175,0.005383164,0.011444387,0.004717244,0.010778466,0.529533625,0.600534678,0.617156506,0.688157558
jc,dieth,0.047063828,0.153741598,0.200805426,0.239781857,0.286845684,0.086040258,0.024549007,0.110589266,0.088899374,0.174939632,0.064350367,0.104634047,0.168984413,0.183962107,0.248312473,0.07932806,0.023967981,0.103296041,0.175923586,0.255251646,0.151955605,0.428738117,0.306892633,0.583675146,0.688566923,0.965349436,0.085747623,0.076723158,0.145918787,0.172141731,0.241337359,0.001594768,0.004072036,0.002203147,0.003886167,0.002240642,0.039934546,0.063812508,0.046937688,0.062339127,0.047335418,0.264330864,0.311394691,0.328681231,0.375745058,0.193533421,0.279573679,0.272861481,0.358901739,0.207930088,0.272280455,0.359885693,0.424236059,0.665794373,0.863248825,0.961428404,1.158882856,0.221931458,0.287749608,0.320476135,0.386294285,0.001400098,0.000432615,0.001943796,0.001150608,0.037417887,0.020799405,0.044088503,0.033920613,0.433315277,0.480379105,0.512643337,0.559707165,0.296829462,0.38286972,0.448785067,0.534825325,0.730144739,0.863248825,0.961428404,1.09453249,0.36507237,0.431624413,0.480714202,0.547266245,0.009314189,0.00475404,0.002038939,0.000309553,0.096510045,0.068949547,0.045154616,0.017594118,0.536611319,0.583675146,0.688566923,0.735630751
jc,razes,0.072352171,0.135201216,0.207553387,0.215918541,0.288270712,0.080717325,0.160117149,0.240834475,0.20807457,0.288791895,0.04795742,0.176377058,0.224334478,0.225402117,0.273359537,0.049025059,0.118864059,0.167889118,0.19062233,0.239647388,0.07175827,0.321810246,0.590559483,0.840611458,0.840017557,1.090069532,0.064362049,0.147639871,0.210152864,0.210004389,0.272517383,0.000222594,0.000654759,0.000978487,0.000217152,0.000531391,0.014919587,0.025588252,0.031280776,0.014736074,0.023051919,0.37603569,0.448387861,0.423993111,0.496345282,0.384451628,0.465168953,0.433476686,0.514194012,0.344266176,0.392223597,0.416024446,0.463981867,1.104753494,1.305780411,1.273494244,1.47452116,0.368251165,0.435260137,0.424498081,0.491507053,0.000449167,0.001459509,7.63E-05,0.000647871,0.021193555,0.038203522,0.008737071,0.025453314,0.600370169,0.67272234,0.649395227,0.721747398,0.552340746,0.633058071,0.624099016,0.704816341,1.152710915,1.305780411,1.273494244,1.42656374,0.576355457,0.652890205,0.636747122,0.71328187,0.001153413,0.000786627,0.000319949,0.00014333,0.033961931,0.028046873,0.017887123,0.011972065,0.768259287,0.840611458,0.840017557,0.912369728
jc,cushy,0.095083952,0.104996681,0.200080633,0.207949638,0.30303359,0.102952957,0.040739059,0.143692017,0.128858805,0.231811762,0.088119745,0.023698568,0.111818314,0.111728907,0.199848652,0.088030338,0.127557755,0.215588093,0.224609852,0.31264019,0.097052097,0.47123909,0.296992064,0.671179056,0.673147202,1.047334194,0.094247818,0.074248016,0.167794764,0.1682868,0.261833549,4.01E-05,0.002488502,0.002346962,0.003166263,0.003007398,0.006335473,0.049884886,0.048445451,0.056269557,0.054839746,0.248688698,0.34377265,0.336808443,0.431892395,0.152557373,0.25551033,0.240587711,0.343540668,0.239286661,0.327406406,0.336338758,0.424458504,0.640532732,0.926689386,0.913734913,1.199891567,0.213510911,0.308896462,0.304578304,0.399963856,0.0028086,0.002204523,0.003071152,0.002401498,0.052996225,0.046952346,0.055417977,0.049005079,0.360507011,0.455590963,0.44853735,0.543621302,0.368145466,0.471098423,0.465197563,0.56815052,0.728652477,0.926689386,0.913734913,1.111771822,0.364326239,0.463344693,0.456867456,0.555885911,2.92E-05,0.000120241,0.000138781,0.000300841,0.005401203,0.01096543,0.01178055,0.017344777,0.576095104,0.671179056,0.673147202,0.768231153
jc,books,0.072018147,0.071979761,0.143997908,0.143981695,0.215999842,0.072001934,0.071998835,0.144000769,0.176003456,0.24800539,0.104004622,-0.032002449,0.072002172,0.08753109,0.191535711,0.119533539,0.039997816,0.159531355,0.080010414,0.199543953,0.040012598,0.407570839,0.151973963,0.519532204,0.487526655,0.855084896,0.081514168,0.037993491,0.129883051,0.121881664,0.213771224,0.000963583,0.00240496,0.001542586,0.002116914,0.000624593,0.031041627,0.049040388,0.039275765,0.046009938,0.024991853,0.21598053,0.287998676,0.319985151,0.392003298,0.144001007,0.216002941,0.263534546,0.33553648,0.127528906,0.231533527,0.167541504,0.271546125,0.487510443,0.735535145,0.751061201,0.999085903,0.162503481,0.245178382,0.250353734,0.333028634,0.002212679,0.001435483,0.005940067,0.0036322,0.047039118,0.037887769,0.077071829,0.060267732,0.287982702,0.360000849,0.407516241,0.479534388,0.303532362,0.375534296,0.34354496,0.415546894,0.591515064,0.735535145,0.751061201,0.895081282,0.295757532,0.367767572,0.375530601,0.447540641,0.000120896,0.000120644,0.002046162,0.0020472,0.01099527,0.010983806,0.045234527,0.045245991,0.447514057,0.519532204,0.487526655,0.559544802
jc,wheal,0.071205378,0.072009325,0.143214703,0.159495115,0.230700493,0.08748579,0.040310621,0.127796412,0.120312929,0.207798719,0.080002308,0.384539366,0.464541674,0.471574783,0.551577091,0.087035418,0.023994207,0.111029625,0.08837676,0.175412178,0.064382553,0.390111446,0.520853519,0.846582413,0.839759588,1.165488482,0.078022289,0.13021338,0.211645603,0.209939897,0.29137212,0.000101807,0.029144813,0.028597824,0.03126936,0.030606298,0.010089939,0.170718519,0.169108912,0.176831444,0.174946558,0.199805737,0.271011114,0.279808044,0.351013422,0.504852295,0.592338085,0.591887712,0.679373503,0.495568991,0.575571299,0.559951544,0.639953852,1.200227022,1.438920498,1.431647301,1.670340776,0.400075674,0.479640166,0.477215767,0.556780259,0.030102581,0.032714842,0.029482336,0.032143471,0.173500953,0.180872447,0.171704212,0.179286002,0.66434741,0.735552788,0.751382828,0.822588205,0.61588192,0.70336771,0.680264473,0.767750263,1.28022933,1.438920498,1.431647301,1.590338469,0.640114665,0.719460249,0.71582365,0.795169234,0.001174452,0.00051794,0.00252891,0.0015036,0.034270277,0.022758287,0.050288271,0.038776281,0.775377035,0.846582413,0.839759588,0.910964966
jc,bedew,0.063005924,0.128997564,0.192003489,0.19999671,0.263002634,0.070999146,0.10401392,0.175013065,0.176021814,0.24702096,0.072007895,0.098535299,0.170543194,0.144524097,0.216531992,0.045988798,0.672660589,0.718649387,0.736991882,0.78298068,0.064331293,0.316333055,1.004207373,1.256209135,1.257534504,1.509536266,0.063266611,0.251051843,0.314052284,0.314383626,0.377384067,0.000108982,0.079177543,0.072840496,0.079892785,0.073486552,0.010439426,0.281385044,0.269889785,0.282653118,0.271084031,0.30401063,0.367016554,0.376018524,0.439024448,0.274557114,0.345556259,0.320545912,0.391545057,0.817184687,0.889192581,0.88151598,0.953523874,1.39575243,1.601765394,1.578080416,1.78409338,0.46525081,0.533921798,0.526026805,0.594697793,0.093109968,0.094778133,0.095548718,0.09713069,0.305139259,0.307860574,0.309109556,0.31165797,0.474553823,0.537559748,0.520542622,0.583548546,0.993206501,1.064205647,1.057537794,1.12853694,1.467760324,1.601765394,1.578080416,1.712085485,0.733880162,0.800882697,0.789040208,0.856042743,0.1345003,0.138677951,0.144181908,0.148506175,0.366742825,0.372394886,0.379712928,0.385364989,1.193203211,1.256209135,1.257534504,1.320540428
jc,quick,0.087030888,0.048642397,0.135673285,0.152268171,0.239299059,0.103625774,0.112521172,0.216146946,0.18373704,0.287362814,0.071215868,0.024051905,0.095267773,0.11246562,0.183681488,0.088413715,0.048959732,0.137373447,0.152894735,0.241308451,0.103935003,0.454221249,0.234175205,0.584461451,0.601365566,0.951651812,0.09084425,0.058543801,0.146115363,0.150341392,0.237912953,0.000185114,0.001431047,0.002558453,0.000853358,0.00179993,0.013605677,0.037829176,0.05058115,0.0292123,0.042425587,0.264789343,0.35182023,0.336005211,0.423036098,0.207788944,0.311414719,0.29620266,0.399828434,0.161425352,0.23264122,0.265360355,0.336576223,0.634003639,0.895876169,0.897568226,1.159440756,0.211334546,0.29862539,0.299189409,0.386480252,0.002680457,0.003673584,0.001254364,0.002002458,0.051773131,0.060610101,0.035417007,0.044748832,0.360057116,0.447088003,0.448470831,0.535501719,0.345162392,0.448788166,0.449097395,0.552723169,0.705219507,0.895876169,0.897568226,1.088224888,0.352609754,0.447938085,0.448784113,0.544112444,0.000110926,1.45E-06,1.96E-07,0.000148289,0.01053216,0.001202197,0.000443048,0.012177405,0.497430563,0.584461451,0.601365566,0.688396454
jc,quips,0.120437622,0.048075438,0.16851306,0.143108606,0.263546228,0.095033169,0.105279922,0.200313091,0.184233427,0.279266596,0.078953505,0.120470047,0.199423552,0.200498343,0.279451847,0.080028296,0.055695534,0.135723829,0.143855333,0.223883629,0.0881598,0.462612391,0.329520941,0.703973532,0.671695709,1.0461483,0.092522478,0.082380235,0.175993383,0.167923927,0.261537075,0.000286203,0.001288041,0.000939338,0.00084073,0.000685698,0.016917546,0.035889283,0.030648617,0.028995343,0.026185834,0.248388529,0.368826151,0.327342033,0.447779655,0.304703474,0.399736643,0.38473177,0.479764938,0.256193876,0.335147381,0.344353676,0.42330718,0.809285879,1.103710175,1.056427479,1.350851774,0.26976196,0.367903392,0.352142493,0.450283925,0.000930913,0.001043582,0.000868895,0.000801573,0.030510866,0.032304517,0.02947702,0.028312067,0.44781208,0.568249702,0.527840376,0.648277998,0.440427303,0.535460472,0.528587103,0.623620272,0.888239384,1.103710175,1.056427479,1.27189827,0.444119692,0.551855087,0.528213739,0.635949135,2.73E-05,0.000537567,2.79E-07,0.000304002,0.005221826,0.023185487,0.000528016,0.017435645,0.58353591,0.703973532,0.671695709,0.792133331
