Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
gerald,c_e,3_5,3,5,3,0.088006496,0.119988918,0.207995415,0.197057724,0.28506422,0.077068806
gerald,e_y,5_25,5,25,3,0.077068806,0.034936905,0.112005711,0.09098196,0.168050766,0.056045055
gerald,l_i,12_9,12,9,4,0.066833258,0.109162569,0.175995827,0.165015936,0.231849194,0.055853367
gerald,i_m,9_13,9,13,4,0.055853367,0.110213041,0.166066408,0.177141428,0.232994795,0.066928387
gerald,m_b,13_2,13,2,4,0.066928387,0.108989239,0.175917625,0.165173054,0.23210144,0.056183815
gerald,b_~,2_0,2,0,4,0.056183815,0.09888196,0.155065775,0.15486145,0.211045265,0.05597949
gerald,~_y,0_25,0,25,4,0.05597949,0.131022215,0.187001705,0.176137924,0.232117414,0.045115709
gerald,y_o,25_15,25,15,4,0.045115709,0.130813122,0.175928831,0.218802929,0.263918638,0.087989807
gerald,o_u,15_21,15,21,4,0.087989807,0.120005608,0.207995415,0.175871611,0.263861418,0.055866003
gerald,u_n,21_14,21,14,4,0.055866003,0.109508991,0.165374994,0.176120043,0.231986046,0.066611052
gerald,n_g,14_7,14,7,4,0.066611052,0.013044834,0.079655886,0.091006279,0.157617331,0.077961445
gerald,e_i,5_9,5,9,5,0.109997511,0.06527257,0.175270081,0.144088507,0.254086018,0.078815937
gerald,i_g,9_7,9,7,5,0.078815937,0.130952358,0.209768295,0.196950436,0.275766373,0.065998077
gerald,g_h,7_8,7,8,5,0.065998077,0.098950863,0.16494894,0.154993296,0.220991373,0.056042433
gerald,h_t,8_20,8,20,5,0.056042433,0.013006687,0.06904912,0.07994628,0.135988712,0.066939592
gerald,t_~,20_0,20,0,5,0.066939592,0.045953274,0.112892866,0.079539537,0.14647913,0.033586264
gerald,~_k,0_11,0,11,5,0.033586264,0.110531807,0.144118071,0.176462889,0.210049152,0.065931082
gerald,k_n,11_14,11,14,5,0.065931082,0.08798933,0.153920412,0.133951187,0.199882269,0.045961857
gerald,n_o,14_15,14,15,5,0.045961857,0.120001554,0.165963411,0.176088095,0.222049952,0.05608654
gerald,o_w,15_23,15,23,5,0.05608654,0.035126925,0.091213465,0.12312603,0.17921257,0.087999105
gerald,w_r,23_18,23,18,6,0.108974457,0.141821861,0.250796318,0.283024549,0.391999006,0.141202688
gerald,r_e,18_5,18,5,6,0.141202688,0.226788759,0.367991447,0.337179184,0.478381872,0.110390425
gerald,e_n,5_14,5,14,6,0.110390425,0.119650126,0.23004055,0.196602106,0.306992531,0.076951981
gerald,n_c,14_3,14,3,6,0.076951981,0.05526638,0.132218361,0.132997274,0.209949255,0.077730894
gerald,c_h,3_8,3,8,6,0.077730894,0.035026073,0.112756968,0.091048717,0.168779612,0.056022644
gerald,h_~,8_0,8,0,6,0.056022644,0.162945747,0.218968391,0.207991123,0.264013767,0.045045376
gerald,~_f,0_6,0,6,6,0.045045376,0.130393267,0.175438643,0.219034195,0.264079571,0.088640928
gerald,f_o,6_15,6,15,6,0.088640928,0.034134626,0.122775555,0.101911545,0.190552473,0.067776918
gerald,o_x,15_24,15,24,6,0.067776918,0.0450387,0.112815619,0.122044325,0.189821243,0.077005625
gerald,b_e,2_5,2,5,3,0.076971292,0.001001358,0.077972651,0.066983938,0.143955231,0.06598258
gerald,e_d,5_4,5,4,3,0.06598258,0.098940611,0.164923191,0.196946383,0.262928963,0.098005772
gerald,d_~,4_0,4,0,3,0.098005772,0.01403594,0.112041712,0.069802761,0.167808533,0.055766821
gerald,~_a,0_1,0,1,3,0.055766821,0.184191465,0.239958286,0.272238731,0.328005552,0.088047266
gerald,a_b,1_2,1,2,3,0.088047266,0.140947819,0.228995085,0.198000431,0.286047697,0.057052612
gerald,b_j,2_10,2,10,3,0.057052612,0.215932369,0.272984982,0.281938791,0.338991404,0.066006422
gerald,j_u,10_21,10,21,3,0.066006422,0.077997923,0.144004345,0.154425621,0.220432043,0.076427698
gerald,u_r,21_18,21,18,3,0.076427698,0.302700996,0.379128695,0.379562378,0.455990076,0.076861382
gerald,r_e,18_5,18,5,3,0.076861382,0.087997913,0.164859295,0.166034698,0.24289608,0.078036785
gerald,p_o,16_15,16,15,4,0.087799549,0.119996786,0.207796335,0.186995745,0.274795294,0.066998959
gerald,o_r,15_18,15,18,4,0.066998959,0.023265362,0.09026432,0.133004665,0.200003624,0.109739304
gerald,r_k,18_11,18,11,4,0.109739304,0.046170473,0.155909777,0.112033606,0.221772909,0.065863132
gerald,k_~,11_0,11,0,4,0.065863132,0.152960539,0.218823671,0.20823884,0.274101973,0.055278301
gerald,~_d,0_4,0,4,4,0.055278301,0.119987249,0.175265551,0.253753185,0.309031487,0.133765936
gerald,d_o,4_15,4,15,4,0.133765936,-0.013038397,0.120727539,0.024143696,0.157909632,0.037182093
gerald,o_r,15_18,15,18,4,0.037182093,0.088000298,0.12518239,0.186851978,0.224034071,0.098851681
gerald,r_k,18_11,18,11,4,0.098851681,0.194956303,0.293807983,0.283004999,0.38185668,0.088048697
gerald,k_y,11_25,11,25,4,0.088048697,0.172945261,0.260993958,0.239861727,0.327910423,0.066916466
gerald,q_u,17_21,17,21,5,0.120005608,0.034991026,0.154996634,0.101625204,0.221630812,0.066634178
gerald,u_i,21_9,21,9,5,0.066634178,0.120425701,0.187059879,0.185826778,0.252460957,0.065401077
gerald,i_e,9_5,9,5,5,0.065401077,0.195536375,0.260937452,0.315533638,0.380934715,0.119997263
gerald,e_t,5_20,5,20,5,0.119997263,0.216045856,0.336043119,0.304064274,0.424061537,0.088018417
gerald,t_~,20_0,20,0,5,0.088018417,0.066927433,0.15494585,0.122420311,0.210438728,0.055492878
gerald,~_g,0_7,0,7,5,0.055492878,0.17449379,0.229986668,0.219492674,0.274985552,0.044998884
gerald,g_y,7_25,7,25,5,0.044998884,0.108997583,0.153996468,0.165050745,0.210049629,0.056053162
gerald,y_r,25_18,25,18,5,0.056053162,0.034990549,0.091043711,0.112994432,0.169047594,0.078003883
gerald,r_o,18_15,18,15,5,0.078003883,0.088136673,0.166140556,0.144006968,0.222010851,0.055870295
gerald,q_u,17_21,17,21,6,0.163074493,0.024076223,0.187150717,0.090927839,0.254002333,0.066851616
gerald,u_e,21_5,21,5,6,0.066851616,0.044998407,0.111850023,0.143791914,0.21064353,0.098793507
gerald,e_n,5_14,5,14,6,0.098793507,0.035195827,0.133989334,0.112250805,0.211044312,0.077054977
gerald,n_c,14_3,14,3,6,0.077054977,0.066849232,0.143904209,0.197179317,0.274234295,0.130330086
gerald,c_h,3_8,3,8,6,0.130330086,0.024805307,0.155135393,0.080569744,0.21089983,0.055764437
gerald,h_~,8_0,8,0,6,0.055764437,0.152262926,0.208027363,0.208191156,0.263955593,0.05592823
gerald,~_h,0_8,0,8,6,0.05592823,0.215994835,0.271923065,0.283032417,0.338960648,0.067037582
gerald,h_u,8_21,8,21,6,0.067037582,0.109011412,0.176048994,0.175948858,0.242986441,0.066937447
gerald,u_g,21_7,21,7,6,0.066937447,0.099005699,0.165943146,0.187182426,0.254119873,0.088176727
gerald,i_r,9_18,9,18,3,0.046064854,0.023947001,0.070011854,0.100931644,0.146996498,0.076984644
gerald,r_k,18_11,18,11,3,0.076984644,0.013169289,0.090153933,0.069799185,0.146783829,0.056629896
gerald,k_~,11_0,11,0,3,0.056629896,0.152187586,0.208817482,0.20827961,0.264909506,0.056092024
gerald,~_o,0_15,0,15,3,0.056092024,0.193902493,0.249994516,0.272102833,0.328194857,0.07820034
gerald,o_b,15_2,15,2,3,0.07820034,0.258799553,0.336999893,0.314881563,0.393081903,0.05608201
gerald,b_j,2_10,2,10,3,0.05608201,0.140913725,0.196995735,0.232201338,0.288283348,0.091287613
gerald,j_e,10_5,10,5,3,0.091287613,-0.013225794,0.078061819,0.034701109,0.125988722,0.047926903
gerald,e_c,5_3,5,3,3,0.047926903,0.109359503,0.157286406,0.186665058,0.234591961,0.077305555
gerald,c_t,3_20,3,20,3,0.077305555,0.000991344,0.0782969,0.056337595,0.13364315,0.055346251
gerald,k_n,11_14,11,14,4,0.056434155,0.110300303,0.166734457,0.166400671,0.222834826,0.056100368
gerald,n_o,14_15,14,15,4,0.056100368,0.10874176,0.164842129,0.186803579,0.242903948,0.078061819
gerald,o_t,15_20,15,20,4,0.078061819,0.001009941,0.07907176,0.066134691,0.14419651,0.06512475
gerald,t_~,20_0,20,0,4,0.06512475,0.087861776,0.152986526,0.144089937,0.209214687,0.056228161
gerald,~_v,0_22,0,22,4,0.056228161,0.045859337,0.102087498,0.144767284,0.200995445,0.098907948
gerald,v_i,22_9,22,9,4,0.098907948,0.012738943,0.111646891,0.079997778,0.178905725,0.067258835
gerald,i_t,9_20,9,20,4,0.067258835,0.141162395,0.20842123,0.18521142,0.252470255,0.044049025
gerald,t_a,20_1,20,1,4,0.044049025,0.014756441,0.058805466,0.113773584,0.157822609,0.099017143
gerald,a_l,1_12,1,12,4,0.099017143,0.066057444,0.165074587,0.122196436,0.221213579,0.056138992
gerald,g_a,7_1,7,1,5,0.058963776,-0.035054207,0.023909569,0.097950935,0.156914711,0.133005142
gerald,a_t,1_20,1,20,5,0.133005142,0.014044046,0.147049189,0.079998255,0.213003397,0.065954208
gerald,t_e,20_5,20,5,5,0.065954208,0.035049438,0.101003647,0.079998255,0.145952463,0.044948816
gerald,e_d,5_4,5,4,5,0.044948816,0.098879576,0.143828392,0.177072525,0.222021341,0.078192949
gerald,d_~,4_0,4,0,5,0.078192949,0.055975199,0.134168148,0.111920357,0.190113306,0.055945158
